transaction_id,account_id,transaction_type,amount,timestamp,merchant,location
2936,234,debit,13751.18,2023-10-27 12:04:49,"Valencia, Miller and Watkins",North Melaniestad
2937,239,debit,31520.5,2024-08-16 17:16:46,"Wise, Collins and Foster",Richardsonhaven
2938,223,credit,6667.33,2024-12-22 07:09:38,Ashley and Sons,West Rhonda
2939,119,debit,11213.73,2024-11-17 07:40:23,Lambert-Khan,Michaelview
2940,264,debit,17365.75,2024-01-23 22:36:48,Dyer and Sons,North Allen
2941,207,debit,6530.35,2022-11-06 21:24:28,Wood-Meyer,Frankhaven
2942,95,credit,6566.83,2023-11-22 10:51:27,Scott Group,Lisahaven
2943,222,credit,3836.86,2024-10-09 20:21:46,Neal and Sons,New Courtney
2944,276,credit,15178.88,2023-06-23 08:59:35,Solomon Inc,Floresshire
2945,231,credit,11589.86,2023-04-28 07:21:06,Owen and Sons,Port Stevenmouth
2946,119,credit,5999.12,2024-10-02 09:49:27,Reeves PLC,West Mark
2947,268,credit,5435.84,2022-10-30 14:01:04,White Group,Lancemouth
2948,273,credit,753.59,2024-09-08 09:12:44,"Bernard, Garcia and Pope",New Brandonborough
2949,64,debit,65.22,2023-03-21 05:58:39,"Keller, Jones and Meadows",Woodmouth
2950,298,credit,7526.72,2024-04-22 19:15:20,"Floyd, Boyd and Browning",Jarvismouth
2951,11,credit,5404.14,2024-11-06 07:42:38,"Smith, Diaz and Davis",Sandovaltown
2952,98,credit,15898.15,2024-10-27 22:21:59,Mejia PLC,Davischester
2953,71,credit,7823.15,2024-04-03 08:41:36,Lewis-Watson,Danielstad
2954,58,credit,27599.65,2022-12-06 12:11:37,"Pierce, Cross and Gilmore",East Lisaview
2955,290,credit,2183.31,2024-01-10 10:54:04,"Brady, Vaughn and Ruiz",South Melanie
2956,251,credit,46203.18,2023-06-25 07:04:37,"Vazquez, James and Black",Tiffanystad
2957,276,credit,3537.07,2023-06-13 02:37:17,"Williams, Riddle and Morgan",Amandaburgh
2958,50,debit,10284.07,2025-05-12 03:07:00,Mendoza Ltd,Fordton
2959,216,debit,6968.61,2023-12-14 05:43:45,"Hodge, Jones and Werner",Aguilarberg
2960,52,credit,4456.25,2023-12-12 23:16:12,"Bender, Romero and Perkins",South Carol
2961,271,credit,1500.2,2024-01-28 03:43:58,Lara LLC,Port Nicholasshire
2962,84,debit,1448.34,2023-10-15 17:27:37,Ali-Collins,Carlychester
2963,293,credit,12430.8,2023-06-21 00:26:43,Sandoval PLC,Port Alexandraburgh
2964,126,credit,4742.39,2025-03-03 03:23:11,Jackson Group,Colemantown
2965,296,debit,32518.63,2024-10-17 18:38:50,Smith and Sons,East Jenniferstad
2966,72,credit,3940.04,2024-07-23 08:10:26,"Lewis, Phillips and Anderson",Lake Derrickview
2967,296,credit,41058.34,2024-12-04 16:17:19,Taylor and Sons,Victoriafurt
2968,236,credit,2299.46,2025-04-20 07:52:40,King LLC,West Stephaniefort
2969,56,debit,1084.93,2022-07-30 08:26:26,Freeman-Ramirez,Lake Jose
2970,110,debit,3747.95,2023-01-10 21:21:33,Simon Ltd,Nicoleside
2971,192,credit,21679.21,2025-05-20 20:02:55,"Adkins, Jones and Dickson",Sarachester
2972,93,debit,7378.35,2024-01-05 04:18:06,Ray-Page,East Thomas
2973,56,debit,1457.78,2024-06-07 23:53:39,"Smith, Martinez and Burton",Brittanyland
2974,60,debit,2262.72,2023-07-25 01:01:59,Anderson Ltd,Lake Amber
2975,138,credit,3728.92,2025-04-09 09:33:56,Irwin LLC,Zamorahaven
2976,39,debit,8920.05,2025-02-24 00:39:00,"Dominguez, Robinson and Anderson",Harrellville
2977,28,debit,4040.35,2025-03-07 13:40:59,"Gonzales, Howard and Arias",Lake Kristaland
2978,49,debit,13745.8,2023-07-30 10:45:01,"Liu, Sanchez and Robbins",Lake Jerryfort
2979,125,credit,9578.77,2022-09-16 14:56:47,Roach and Sons,Natalieburgh
2980,13,debit,20700.75,2025-06-10 23:34:26,"Davis, Rogers and Williams",East Clayton
2981,36,debit,6950.73,2023-11-27 05:36:50,Foster-Smith,East Joshua
2982,101,credit,4022.35,2024-02-29 02:48:58,Cooper PLC,Smithmouth
2983,282,debit,55917.67,2023-01-08 19:06:18,Donovan Group,East Tracyfort
2984,86,debit,4394.87,2024-03-07 02:42:45,Stevens-Sanders,Allenhaven
2985,4,debit,5596.7,2023-08-19 06:36:15,"Davis, Medina and Anderson",Maloneton
2986,223,credit,16561.48,2024-11-01 21:43:18,Sutton Ltd,East Emilyburgh
2987,166,credit,928.13,2023-09-29 00:50:39,Ewing Inc,Lake Brent
2988,278,debit,4885.59,2022-08-24 01:18:40,Fleming-Hess,East Natasha
2989,130,debit,896.08,2024-09-26 14:26:38,"Jones, Evans and Grimes",Julianport
2990,31,debit,1500.16,2024-02-19 03:39:50,Valencia and Sons,Port Louis
2991,11,debit,46.52,2024-09-22 15:02:47,"Curry, Schmidt and Wilson",Robertsonside
2992,96,debit,95.9,2024-09-13 23:15:09,Baker Ltd,South Nicoleshire
2993,190,debit,4785.0,2024-06-07 19:46:48,"Nicholson, Jones and Hughes",Thomaston
2994,192,credit,16563.4,2024-08-10 21:36:36,Hernandez Inc,Teresamouth
2995,266,debit,8843.18,2022-09-22 19:07:24,Mcmillan Group,North Jacquelineburgh
2996,128,debit,10076.22,2023-10-20 04:04:27,Smith-Brown,Frankview
2997,238,debit,7324.06,2025-04-23 18:56:48,Grant-Richardson,South Bradleyville
2998,112,credit,17136.5,2023-05-11 17:35:49,Skinner-Solomon,Port Courtney
2999,145,debit,21234.25,2023-11-26 06:20:24,Finley-Wiley,East Troyview
3000,65,credit,18953.93,2024-09-21 23:35:53,Reyes Ltd,West Austin
3001,247,debit,16720.16,2022-11-21 14:16:32,Spears-Miller,Port Matthewfort
3002,223,debit,2017.65,2022-12-12 17:43:48,"Brock, Cox and Brown",West Jasmine
3003,106,debit,9010.97,2023-04-02 17:08:44,"Mitchell, Hines and Scott",South Jeffreybury
3004,181,debit,8726.64,2024-10-29 09:22:13,"Johnson, Sanford and Myers",Abigailbury
3005,184,debit,7506.58,2024-10-21 23:34:08,Cohen PLC,Masonburgh
3006,226,debit,6554.91,2022-07-28 01:31:08,Love PLC,North Courtneymouth
3007,265,credit,934.0,2025-03-16 13:58:27,Cooper-Turner,New Stephanie
3008,278,debit,1077.67,2022-10-26 09:10:53,"Bennett, Chavez and Anderson",Jensenside
3009,89,debit,23256.65,2023-06-09 02:43:04,Cruz Group,Yvettefurt
3010,176,debit,9947.56,2025-05-23 00:07:11,Davis and Sons,North Christopher
3011,18,credit,3042.41,2025-03-20 14:12:57,Robinson-Jenkins,Smithton
3012,106,debit,3275.33,2023-06-12 19:57:35,Gillespie Ltd,Martinhaven
3013,271,credit,9421.08,2025-06-15 09:58:20,Everett-Peters,North Madeline
3014,167,debit,5224.51,2024-05-05 15:53:22,Adams-Hernandez,Alejandrofurt
3015,13,debit,5821.86,2022-12-25 02:53:14,"Robertson, Palmer and Mercado",Mitchellmouth
3016,32,credit,625.67,2023-06-01 00:46:36,Ferguson Group,South Edwin
3017,40,credit,1493.58,2024-10-29 01:08:42,"Clements, Williamson and Singh",North Katherine
3018,148,debit,4998.04,2025-07-12 08:22:04,Hernandez-Allen,Lake Marvin
3019,218,credit,12029.28,2024-05-22 19:03:17,Solomon-Dawson,North Johnview
3020,219,credit,492.17,2025-04-16 01:45:43,"Burke, Fleming and Baker",Weavershire
3021,82,debit,4073.03,2022-11-05 17:03:42,Castro and Sons,Anthonyberg
3022,208,debit,11876.79,2025-06-16 09:46:19,Cortez LLC,Port Marciaport
3023,201,debit,15704.61,2023-03-12 12:36:04,Dickson-Lopez,Michaelshire
3024,38,credit,2109.94,2022-08-22 13:47:20,Estrada-Diaz,Jillmouth
3025,211,debit,13148.56,2024-06-29 01:22:21,Walker LLC,West Kenneth
3026,249,debit,31102.84,2023-12-13 23:27:38,Avery Inc,Lake Rachel
3027,227,credit,23731.38,2022-09-13 12:43:09,"Allen, Miller and Davenport",West Tracyport
3028,48,credit,15576.81,2022-11-29 15:13:50,"Rice, Sullivan and Brooks",Lake Daniel
3029,18,debit,12459.3,2022-11-07 11:05:58,"Adams, Boyer and Osborne",Robertshire
3030,295,credit,2680.6,2022-10-08 23:28:31,Hendricks-Elliott,Brendaview
3031,196,credit,10048.58,2023-04-19 04:14:37,Porter-Flynn,Nguyenport
3032,187,credit,10307.87,2023-08-12 00:01:33,Matthews-Jacobson,Jonathanchester
3033,224,debit,5222.6,2024-11-29 15:06:08,Griffith-Bender,Toddhaven
3034,229,debit,6792.75,2022-11-03 02:29:11,"Rogers, Gonzalez and Rasmussen",Port Kellymouth
3035,77,debit,11842.63,2024-12-25 20:21:46,Wood-Kennedy,West Dennis
3036,188,credit,30386.72,2023-07-05 07:27:33,Long-Velazquez,Evansmouth
3037,270,debit,3499.92,2023-08-22 11:18:35,"Frank, Reyes and Roman",New Cheryltown
3038,95,debit,2828.45,2024-04-09 21:51:59,Clark-Ramirez,Johnland
3039,132,credit,9208.18,2024-03-10 11:07:08,Thompson LLC,Hebertport
3040,39,credit,1401.81,2024-06-16 11:23:55,Johnson-Wolfe,North John
3041,72,debit,8735.49,2025-03-21 16:25:03,Armstrong PLC,East Kimberlyfort
3042,281,credit,930.49,2024-04-04 23:07:48,Romero-Briggs,Jorgebury
3043,160,debit,6744.9,2024-05-19 08:33:30,Hodges PLC,South Todd
3044,187,debit,9686.75,2023-11-20 04:37:13,Morris LLC,Lake Kimberly
3045,191,debit,726.89,2022-08-11 21:57:21,"James, Turner and Griffin",Rojasstad
3046,120,credit,2318.73,2024-03-12 17:53:49,Castaneda and Sons,Maryburgh
3047,220,credit,4085.31,2025-05-27 14:36:40,Chavez LLC,Darrellmouth
3048,53,debit,4598.14,2023-01-16 10:58:24,Allen Ltd,Lake Jameshaven
3049,222,debit,11273.35,2024-10-24 12:17:08,"Archer, Baker and Cruz",West Katherine
3050,131,debit,7529.42,2022-07-25 20:08:34,Williams-Contreras,West Thomas
3051,237,debit,4814.42,2025-04-08 02:11:17,Curtis-Silva,East Theresa
3052,246,credit,5990.67,2025-03-03 05:57:00,Sparks and Sons,Mcintyreton
3053,226,debit,130.62,2022-10-22 21:52:59,Velasquez-Turner,Evansland
3054,208,debit,14719.62,2025-01-11 09:15:51,Mercado-Lewis,Reedfort
3055,96,credit,418.69,2022-09-25 09:12:22,Chavez Group,Lake Brettchester
3056,200,debit,17679.5,2025-07-09 10:59:27,Barrett Group,East Jimmy
3057,247,debit,7786.97,2022-11-06 10:32:44,Garcia Ltd,Hurleyborough
3058,72,debit,7503.93,2024-01-23 08:14:33,Johnson Ltd,West Erik
3059,185,debit,12193.53,2024-09-04 19:20:07,"Simon, Simpson and Schmidt",New Matthewhaven
3060,6,debit,19629.72,2022-12-28 13:14:05,Gillespie-Thomas,Lake Steve
3061,206,credit,28585.15,2023-10-09 22:06:23,Miller Ltd,Faithside
3062,32,credit,7838.82,2025-06-16 03:37:29,"Griffin, Hendricks and Hawkins",South Sherry
3063,99,credit,1632.94,2023-10-27 19:23:01,Moore-Cox,North Allison
3064,256,credit,21089.19,2025-02-12 22:37:43,"Ramirez, Kemp and Hamilton",Laurenstad
3065,187,debit,415.22,2022-11-28 01:21:48,"Salinas, Green and Richard",Lake Brucehaven
3066,76,credit,16468.14,2023-09-26 23:56:45,"Zamora, Jimenez and Rodriguez",Kathyshire
3067,177,credit,11407.53,2024-05-26 13:57:52,Day and Sons,New Davidville
3068,287,credit,23510.15,2024-02-29 04:20:37,"Peck, Rhodes and Holt",Howardville
3069,255,credit,22775.33,2024-03-21 11:06:17,Hogan-Hutchinson,Meyersside
3070,190,credit,546.19,2025-05-08 01:45:36,Walker Group,West Dennis
3071,127,credit,9401.9,2022-09-02 13:14:10,Chavez-Ray,South Jonathanborough
3072,287,credit,1331.56,2024-07-21 23:45:23,Fleming-Russell,Matthewport
3073,254,credit,817.18,2023-03-16 12:22:35,Mcdonald Inc,East Justin
3074,213,debit,5947.09,2024-10-22 09:20:05,Bartlett-Brewer,Josephmouth
3075,250,credit,1026.95,2023-06-23 05:24:12,Buckley Ltd,Lake Alexander
3076,84,debit,13015.94,2023-02-13 12:53:03,"Howard, Hernandez and Gonzales",Port Sarashire
3077,13,credit,34718.57,2024-03-15 01:28:27,"Brown, Pennington and Richardson",East Kelly
3078,45,credit,8430.01,2024-11-10 10:17:52,"Stone, Riggs and Johnson",Kimberlyton
3079,127,credit,2681.0,2023-10-17 21:48:33,Webb Ltd,New Deannamouth
3080,114,debit,18528.25,2025-03-27 15:09:03,Blair Inc,North Nicholas
3081,276,debit,19180.26,2023-02-25 11:44:25,Lopez-Ford,East Kelly
3082,205,credit,13197.05,2023-10-22 16:34:00,Wilson Inc,North Diane
3083,273,debit,9548.55,2025-06-02 19:22:50,"Turner, Ponce and Schwartz",Hubbardburgh
3084,58,credit,20233.82,2025-04-18 05:11:30,Hammond and Sons,Jonathanhaven
3085,219,debit,1782.8,2024-02-16 07:31:43,Rice-Burton,Port Ashley
3086,109,debit,26823.84,2022-08-02 23:55:29,Snyder and Sons,South Davidberg
3087,279,debit,29413.04,2024-11-22 13:05:32,Gonzalez and Sons,East Michaelside
3088,174,credit,20556.65,2024-11-24 22:42:54,Dean-Bell,Michaelland
3089,264,debit,2885.65,2023-02-21 07:00:53,Holmes Group,East Kevinville
3090,111,debit,19531.85,2023-01-24 02:45:17,Knox Inc,South Kathy
3091,187,credit,6884.35,2022-09-19 13:37:50,"Newman, Johnston and Welch",Kellystad
3092,269,debit,9036.96,2022-07-24 11:44:27,Bowers-Cooper,North Scott
3093,229,credit,18363.42,2024-12-22 08:42:42,"Brooks, Gilbert and Wilcox",West Douglasside
3094,156,credit,300.29,2025-01-28 13:07:17,"Vega, Browning and Hernandez",North Christopher
3095,189,debit,4508.96,2024-03-19 20:38:44,Bowman Group,Snydershire
3096,272,credit,16911.54,2024-10-28 02:41:41,Lyons and Sons,Danielfurt
3097,2,debit,16817.66,2024-11-13 05:26:35,"Morrison, Thompson and Mitchell",Melissaton
3098,246,debit,18884.11,2022-11-25 21:58:27,Vazquez-Clayton,New Brandonstad
3099,210,credit,1853.85,2023-11-01 23:55:28,Casey and Sons,Kennethtown
3100,286,debit,12237.9,2023-06-07 23:33:15,Perez Group,South Samuel
3101,13,debit,1584.14,2024-01-01 19:56:01,Hunter Inc,North Elizabethberg
3102,96,credit,15375.73,2023-06-10 14:20:25,Sanders-Solomon,North Paul
3103,221,credit,2812.04,2024-04-17 17:05:22,"Cherry, Williams and Lopez",Meganstad
3104,238,debit,13387.15,2025-04-15 02:17:12,"Jimenez, Moyer and Duran",North Tonyatown
3105,94,credit,6069.72,2024-09-19 21:33:52,Gallegos and Sons,South Michelle
3106,269,credit,42876.96,2023-02-22 23:19:36,Johnson-Smith,Thomasport
3107,171,credit,8672.48,2023-03-23 17:01:42,Moore Inc,New Kimberly
3108,94,credit,10012.48,2023-04-28 11:57:39,Newman-Farley,Chaneybury
3109,149,debit,4591.25,2023-06-24 15:47:13,"Walker, Estes and Byrd",Miamouth
3110,112,debit,13262.16,2025-02-28 23:21:06,"Hayden, Mccarthy and Stuart",Lake Heatherview
3111,55,credit,6829.7,2023-08-13 07:06:41,Wade-Wilkinson,Wesleyfurt
3112,116,debit,182.32,2023-05-14 13:13:17,Leblanc-Gill,Port Brandon
3113,143,credit,9379.78,2023-01-10 17:39:11,"Villarreal, Chan and Mendoza",North Grant
3114,201,credit,17746.64,2023-04-24 09:43:50,Ramos-Baker,New Erikchester
3115,180,debit,2702.37,2025-05-24 00:05:04,Clark and Sons,Port Thomas
3116,202,debit,2498.26,2024-12-13 22:25:03,"Haas, Thomas and Martin",West Marcia
3117,53,debit,9387.57,2022-10-09 03:57:28,"Romero, Walters and Webster",East Caitlinhaven
3118,180,debit,17036.35,2024-11-15 06:52:03,King-Moore,Lake Monicaland
3119,137,credit,2871.76,2024-07-02 05:25:41,"Mooney, Hodge and Knight",East Oscarbury
3120,182,credit,26921.18,2025-04-13 03:25:22,"Cabrera, Ewing and Welch",Johnsonton
3121,1,debit,26226.16,2024-11-16 13:11:49,White LLC,Caseyport
3122,44,credit,2238.15,2022-11-07 07:14:32,Brown-White,Lake Michael
3123,227,debit,3062.32,2023-10-11 04:31:54,"Haney, Morgan and Watson",New Erik
3124,98,debit,12059.71,2025-05-25 02:27:22,Mccullough and Sons,Melindafurt
3125,208,debit,30310.09,2022-10-29 07:40:50,"Tyler, Mendoza and Lindsey",Stephanieview
3126,265,credit,12374.7,2023-08-10 02:31:36,Wyatt Inc,Bennettland
3127,288,credit,5886.07,2022-12-16 05:27:57,"Brown, Sanders and Mcguire",Guzmanport
3128,271,debit,1851.27,2023-05-19 08:28:34,Garcia-Young,Michaelton
3129,140,debit,6180.58,2025-01-03 14:23:23,Caldwell-Perez,South Matthew
3130,237,debit,9333.55,2024-08-11 11:59:23,"Dodson, Barton and Delgado",Yolandaport
3131,72,debit,4018.99,2023-12-12 15:13:54,Hernandez-Beasley,Port Sarah
3132,155,credit,7138.76,2024-01-22 11:17:53,Robinson Group,Mooreview
3133,190,credit,1395.08,2023-01-31 20:25:19,Morales Inc,Colemanfurt
3134,268,debit,6018.23,2025-05-24 11:55:39,"Mueller, Beck and Perez",East Robert
3135,107,debit,951.64,2025-04-29 22:01:08,"Wells, Diaz and Brown",Pricefort
3136,232,credit,503.35,2023-07-16 00:14:00,"Hill, Alvarez and Ward",Dawnshire
3137,42,debit,19465.9,2022-12-19 02:09:54,Carroll-Lloyd,West Lindamouth
3138,190,credit,2295.16,2023-10-02 14:53:53,"Keller, Richardson and Patterson",Port Douglas
3139,139,credit,8560.32,2025-03-05 01:26:14,"Adams, Jones and Miranda",Lake Bradley
3140,103,debit,1613.23,2022-11-02 02:52:43,"Peterson, Patterson and Smith",Greenberg
3141,171,credit,3045.27,2023-05-13 06:21:52,"Davis, Le and Vargas",Keithmouth
3142,273,credit,4483.82,2023-11-22 08:08:00,Garza Group,South Josephfort
3143,221,credit,1551.07,2024-08-09 10:26:04,"Crawford, Ballard and Brown",New Meaganfurt
3144,213,credit,470.52,2024-06-15 17:30:53,Shepherd Inc,Lake Deborahport
3145,56,debit,20968.71,2023-12-08 17:50:38,Jackson-Bray,Gainesbury
3146,102,credit,119.03,2025-02-28 03:07:34,"Smith, Dean and Pearson",North Ronnieville
3147,192,credit,632.82,2025-05-06 01:15:30,Taylor Ltd,Normanmouth
3148,200,credit,16351.26,2023-11-03 12:37:23,Hernandez Inc,New Carrie
3149,233,debit,3312.97,2025-06-27 22:12:28,Duncan Ltd,North Cody
3150,227,debit,12830.89,2025-01-09 03:38:55,Bullock-Oliver,Joshuaburgh
3151,139,debit,1580.88,2023-03-10 09:54:39,Patel-Holland,Adamstad
3152,149,credit,2708.67,2024-12-11 05:31:19,Johnson-Friedman,Lake Judithborough
3153,115,debit,8504.48,2024-12-13 06:21:29,Lewis-Martin,Carrton
3154,63,debit,44772.91,2024-02-02 21:30:54,Barry-Hall,Monroetown
3155,104,debit,762.81,2023-11-20 01:58:11,"Galloway, Lopez and Kim",West Alison
3156,156,credit,5117.5,2024-05-12 00:40:19,Leonard-Johnson,Patriciahaven
3157,273,debit,440.36,2023-04-04 15:33:06,Dominguez-Maynard,South Jose
3158,6,debit,2221.77,2022-07-24 04:21:38,"Howell, Wong and Fisher",Cynthiamouth
3159,147,debit,23802.33,2023-11-15 05:42:30,Pittman and Sons,Kathymouth
3160,184,credit,1014.35,2023-08-03 02:17:21,"Cohen, Mccullough and Wolfe",Greenstad
3161,28,credit,19439.04,2023-06-25 19:17:30,Harris-Morrison,Sandrashire
3162,38,debit,1957.76,2025-04-07 04:24:27,"Carrillo, Murphy and Lopez",Lake Kaylaport
3163,119,debit,19789.44,2024-05-24 04:05:55,"Powers, Floyd and Walsh",South Alyssa
3164,293,debit,7722.38,2023-09-19 11:35:12,Hall and Sons,Nguyenhaven
3165,244,credit,21054.3,2024-01-26 02:49:28,Moore PLC,Brendafort
3166,68,credit,1645.25,2023-02-10 07:29:57,Bell Inc,Bryanmouth
3167,214,debit,14356.38,2025-06-06 08:48:01,Tucker-Gray,Solomonfort
3168,218,credit,11416.2,2023-12-13 17:46:39,Hart-Bryant,Port Logan
3169,177,debit,7829.26,2024-07-31 06:11:45,Castillo-Dawson,Port Williammouth
3170,299,credit,16638.27,2024-07-04 16:27:11,Taylor PLC,New Michelemouth
3171,164,debit,10449.09,2024-06-07 12:21:49,Foster-Parker,Nathanville
3172,58,credit,20959.52,2024-01-24 23:04:16,"Farmer, Crawford and Evans",Lake Rebecca
3173,269,debit,4797.5,2023-11-03 05:01:44,Watkins-Mclean,Port Justin
3174,58,credit,8914.11,2024-08-11 03:49:26,Barnes and Sons,Jonesshire
3175,288,debit,20448.53,2024-11-19 16:01:53,Zamora-Simmons,South Matthew
3176,105,debit,2418.35,2023-01-01 17:47:23,Scott LLC,South Rachel
3177,228,debit,6650.29,2023-04-15 17:24:05,Johnson and Sons,North Jenniferstad
3178,247,debit,32375.95,2025-04-14 12:07:23,Edwards-Walker,Leeland
3179,188,credit,6416.97,2025-02-13 00:56:01,Johnson Ltd,Bellton
3180,83,debit,2914.62,2022-11-21 00:24:56,Proctor-Cunningham,Jamesburgh
3181,186,credit,4324.4,2023-09-25 14:20:07,"Lopez, Marshall and Miller",New Jenniferfurt
3182,252,credit,21635.55,2023-02-19 03:51:19,"Cunningham, Howard and Hudson",East Gabriellatown
3183,238,debit,30984.97,2024-10-30 09:21:03,Walker-Harris,West Larrychester
3184,184,debit,29978.87,2023-05-17 19:43:41,"Watson, Owens and Smith",Kristyville
3185,284,debit,12004.54,2023-08-29 14:18:50,Bailey-Martin,Mooreshire
3186,210,debit,7125.38,2025-03-16 02:15:37,Ford Ltd,Chadton
3187,296,credit,2017.36,2022-11-12 10:56:20,Simmons and Sons,South Trevor
3188,97,credit,1315.0,2022-11-10 19:19:44,Castaneda PLC,South Ashleybury
3189,208,credit,616.27,2022-08-14 14:48:09,Hendricks-Oliver,Lake Jessica
3190,137,credit,178.74,2024-09-11 13:11:34,"Pittman, Hines and Carr",Billland
3191,184,debit,21046.91,2025-03-23 20:57:27,Livingston-Gutierrez,Jonesborough
3192,76,credit,16559.34,2022-09-03 03:13:12,Wright-Compton,Port Johnfort
3193,287,debit,8389.16,2025-01-05 14:39:53,Baxter-Mcmahon,New Stevehaven
3194,142,debit,66634.41,2024-12-31 23:12:02,Mcgee-Parker,Robertmouth
3195,237,credit,30587.16,2024-04-06 00:43:21,Floyd-Conner,New Stevenbury
3196,25,credit,10645.27,2025-01-18 06:21:47,Salazar-Foster,Robinsonville
3197,290,credit,6246.94,2023-06-12 04:30:29,"Chapman, Mullins and Sanchez",Phamberg
3198,67,credit,1650.76,2022-09-11 14:51:40,"Duffy, Green and Lane",Reedburgh
3199,250,credit,7248.31,2024-11-19 13:07:47,Perez-Ibarra,Collinston
3200,118,credit,1716.71,2023-08-25 12:41:44,Baker-Fox,North Allenfurt
3201,73,debit,5082.48,2024-11-06 22:13:11,"Copeland, Lyons and Jackson",Ruizton
3202,282,debit,28585.49,2024-11-01 00:50:10,Williams LLC,New Hannahton
3203,10,debit,4185.18,2024-07-19 01:31:33,"Fisher, Jacobs and Woods",New Jasonstad
3204,211,credit,1658.03,2025-04-27 11:40:38,Mcneil Ltd,Jamesland
3205,152,debit,8732.23,2023-03-04 13:39:15,"Day, Khan and Aguilar",South Claytonhaven
3206,5,debit,9222.19,2024-02-04 22:55:19,Garcia-Moore,Kristinmouth
3207,195,debit,2154.29,2024-03-17 09:36:50,Cuevas PLC,North Victortown
3208,283,debit,2188.86,2023-06-28 13:41:24,Anderson-Vazquez,North Samanthaberg
3209,113,debit,45611.33,2025-01-17 14:07:27,Dalton Inc,Lake Darryl
3210,271,debit,2787.63,2023-10-11 17:27:00,Murphy-Lam,Castroborough
3211,163,credit,18213.45,2023-02-09 15:40:12,"Bailey, Mitchell and Mckinney",West Codyton
3212,105,credit,6354.89,2024-07-07 13:31:45,Wood-Kennedy,Port Chaseside
3213,181,credit,5709.11,2024-09-02 03:26:27,"Anderson, Strickland and Johnson",Lake Nicholasborough
3214,44,debit,3495.04,2024-09-16 13:45:12,Williams LLC,Jessicaville
3215,282,credit,14864.5,2022-12-04 08:18:49,"Reynolds, Torres and Hickman",Port Patrickmouth
3216,175,credit,21257.86,2024-03-24 01:26:16,Cummings and Sons,Gilbertfort
3217,162,debit,3026.3,2024-02-01 22:06:22,"Brown, Johnson and Merritt",North Maryville
3218,140,credit,999.27,2024-09-03 18:22:04,Rodriguez-Maxwell,Christinaland
3219,132,debit,1472.47,2022-08-02 03:06:05,Gross Group,Port Lindachester
3220,87,credit,15740.88,2025-05-11 02:39:35,Garrison-Lin,Port Harry
3221,176,debit,5723.94,2023-07-22 18:20:12,"Mann, Myers and Rivera",Lake Edward
3222,183,debit,1414.65,2025-02-24 13:08:07,Burton-Franco,New Patrickberg
3223,129,credit,4159.52,2025-06-13 11:36:37,Peters Group,Williamfurt
3224,246,debit,7220.31,2023-03-31 07:18:38,Livingston PLC,South Seanville
3225,89,credit,19108.92,2024-09-22 08:37:11,Blackburn LLC,Port Toddberg
3226,66,debit,10265.05,2023-02-19 17:36:49,"Ward, Evans and Green",Jonport
3227,158,credit,1936.25,2024-06-08 20:31:08,Sanders-Walker,Stewartton
3228,149,credit,1728.1,2023-03-21 00:27:25,Walker PLC,Lake Joshua
3229,116,debit,5315.97,2023-04-20 23:13:53,"Watson, Dyer and Phillips",Lake Christopher
3230,214,credit,781.7,2024-12-12 11:32:37,Lee Group,West Martha
3231,294,credit,14088.56,2024-12-11 15:14:06,Cantu Ltd,Danaton
3232,253,credit,5132.52,2025-05-06 00:55:29,Johnson and Sons,Heatherstad
3233,143,debit,4201.07,2023-02-28 18:54:38,Collins LLC,Aaronburgh
3234,250,debit,7115.32,2024-08-05 18:31:43,Baker and Sons,Donaldview
3235,25,credit,12342.84,2024-01-25 01:04:56,"Rodriguez, Turner and Alvarado",South Jason
3236,277,credit,8424.52,2022-09-17 11:10:31,"Riley, Gordon and Steele",Harryville
3237,70,debit,16215.25,2023-06-21 14:22:58,"Foster, Underwood and Guerra",Sotoport
3238,113,debit,9925.31,2024-08-12 04:49:55,Arnold Ltd,Jimenezville
3239,112,credit,15510.29,2023-07-11 16:28:40,Page-Prince,East Aaron
3240,91,debit,11933.04,2022-10-22 07:50:56,"Dalton, James and Aguilar",South Christopherborough
3241,18,debit,2145.84,2023-08-31 08:09:45,Hernandez Ltd,North Joe
3242,149,credit,537.75,2024-02-10 13:45:25,Lucas Group,Colemouth
3243,227,debit,23371.43,2023-07-15 05:03:48,Small-Brown,Kyleburgh
3244,214,debit,29124.24,2022-09-21 04:13:45,Lopez-Johnson,New Julie
3245,151,debit,12980.36,2025-05-20 06:53:34,Skinner Inc,South Rhondaton
3246,192,credit,12881.0,2023-06-02 21:18:40,Perez LLC,Port Rachelchester
3247,40,debit,3149.12,2024-09-28 04:22:32,Martin PLC,North Helen
3248,242,credit,7818.51,2024-01-28 20:38:31,"Blackburn, Henderson and Morgan",Butlermouth
3249,138,debit,48587.3,2024-03-10 13:22:29,Walton-Blair,Thompsonfurt
3250,180,debit,19389.4,2024-07-15 06:56:21,Gonzalez and Sons,Lake Ericchester
3251,200,credit,3629.72,2024-06-21 22:33:04,"Mcknight, Hanson and Hall",Meganland
3252,203,credit,3581.7,2022-09-26 19:31:44,Smith LLC,West Laurafort
3253,61,credit,6608.3,2022-09-16 15:58:11,Berry-Rodriguez,South Kennethmouth
3254,192,credit,5185.2,2025-04-19 02:58:12,Rich and Sons,Vanessamouth
3255,5,debit,4638.67,2023-12-02 02:27:42,Robinson LLC,Jessicachester
